"Binomial1","Binomial2","Binomial3","Binomial4","Binomial5"
"Cuvieronius_hyodon","Cuvieronius_hyodon","Cuvieronius_hyodon","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Cyclopes_didactylus","Cyclopes_didactylus","Cyclopes_didactylus","Cyclopes_didactylus","Cyclopes_didactylus"
"Cynictis_penicillata","Cynictis_penicillata","Cynictis_penicillata","Cynictis_penicillata","Cynictis_penicillata"
"Cynocephalus_volans","Cynocephalus_volans","Cynocephalus_volans","Cynocephalus_volans","Cynocephalus_volans"
"Cynogale_bennettii","Cynogale_bennettii","Cynogale_bennettii","Cynogale_bennettii","Cynogale_bennettii"
"Cynomops_abrasus","Cynomops_abrasus","Cynomops_abrasus","Cynomops_abrasus","Cynomops_abrasus"
"Cynomops_greenhalli","Cynomops_greenhalli","Cynomops_greenhalli","Cynomops_greenhalli","Cynomops_greenhalli"
"Cynomops_mexicanus","Cynomops_mexicanus","Cynomops_mexicanus","Cynomops_mexicanus","Cynomops_mexicanus"
"Cynomops_milleri","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Cynomops_milleri"
"Cynomops_paranus","Cynomops_paranus","Cynomops_paranus","Cynomops_paranus","Cynomops_paranus"
"Cynomops_planirostris","Cynomops_planirostris","Cynomops_planirostris","Cynomops_planirostris","Cynomops_planirostris"
"Cynomys_gunnisoni","Cynomys_gunnisoni","Cynomys_gunnisoni","Cynomys_gunnisoni","Cynomys_gunnisoni"
"Cynomys_leucurus","Cynomys_leucurus","Cynomys_leucurus","Cynomys_leucurus","Cynomys_leucurus"
"Cynomys_ludovicianus","Cynomys_ludovicianus","Cynomys_ludovicianus","Cynomys_ludovicianus","Cynomys_ludovicianus"
"Cynomys_mexicanus","Cynomys_mexicanus","Cynomys_mexicanus","Cynomys_mexicanus","Cynomys_mexicanus"
"Cynomys_parvidens","Cynomys_parvidens","Cynomys_parvidens","Cynomys_parvidens","Cynomys_parvidens"
"Cynopterus_brachyotis","Cynopterus_brachyotis","Cynopterus_brachyotis","Cynopterus_brachyotis","Cynopterus_brachyotis"
"Cynopterus_horsfieldii","Cynopterus_horsfieldii","Cynopterus_horsfieldii","Cynopterus_horsfieldii","Cynopterus_horsfieldii"
"Cynopterus_luzoniensis","Cynopterus_luzoniensis","Cynopterus_luzoniensis","Cynopterus_luzoniensis","Cynopterus_luzoniensis"
"Cynopterus_minutus","Cynopterus_minutus","Cynopterus_minutus","Cynopterus_minutus","Cynopterus_minutus"
"Cynopterus_nusatenggara","Cynopterus_nusatenggara","Cynopterus_nusatenggara","Cynopterus_nusatenggara","Cynopterus_nusatenggara"
"Cynopterus_sphinx","Cynopterus_sphinx","Cynopterus_sphinx","Cynopterus_sphinx","Cynopterus_sphinx"
"Cynopterus_titthaecheilus","Cynopterus_titthaecheilus","Cynopterus_titthaecheilus","Cynopterus_titthaecheilus","Cynopterus_titthaecheilus"
"Cynotherium_sardous","Cynotherium_sardous","Cynotherium_sardous","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Cystophora_cristata","Cystophora_cristata","Cystophora_cristata","Cystophora_cristata","Cystophora_cristata"
"Cyttarops_alecto","Cyttarops_alecto","Cyttarops_alecto","Cyttarops_alecto","Cyttarops_alecto"
"Dacnomys_millardi","Dacnomys_millardi","Dacnomys_millardi","Dacnomys_millardi","Dacnomys_millardi"
"Dactylomys_boliviensis","Dactylomys_boliviensis","Dactylomys_boliviensis","Dactylomys_boliviensis","Dactylomys_boliviensis"
"Dactylomys_dactylinus","Dactylomys_dactylinus","Dactylomys_dactylinus","Dactylomys_dactylinus","Dactylomys_dactylinus"
"Dactylomys_peruanus","Dactylomys_peruanus","Dactylomys_peruanus","Dactylomys_peruanus","Dactylomys_peruanus"
"Dactylonax_palpator","Dactylonax_palpator","Dactylonax_palpator","Dactylopsila_palpator","Dactylonax_palpator"
"Dactylopsila_kambuayai","Dactylopsila_kambuayai","Dactylopsila_kambuayai","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Dactylopsila_megalura","Dactylopsila_megalura","Dactylopsila_megalura","Dactylopsila_megalura","Dactylopsila_megalura"
"Dactylopsila_tatei","Dactylopsila_tatei","Dactylopsila_tatei","Dactylopsila_tatei","Dactylopsila_tatei"
"Dactylopsila_trivirgata","Dactylopsila_trivirgata","Dactylopsila_trivirgata","Dactylopsila_trivirgata","Dactylopsila_trivirgata"
"Dama_dama","Dama_dama","Dama_dama","Dama_dama","Dama_dama"
"Dama_mesopotamica","Dama_mesopotamica","Dama_mesopotamica","000 Species not accepted_000 Species not accepted","Dama_mesopotamica"
"Damaliscus_hypsodon","Damaliscus_hypsodon","Damaliscus_hypsodon","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Damaliscus_lunatus","Damaliscus_lunatus","Damaliscus_lunatus","Damaliscus_korrigum","Damaliscus_lunatus"
"Damaliscus_lunatus","Damaliscus_lunatus","Damaliscus_lunatus","Damaliscus_lunatus","Damaliscus_lunatus"
"Damaliscus_lunatus","Damaliscus_lunatus","Damaliscus_lunatus","Damaliscus_superstes","Damaliscus_lunatus"
"Damaliscus_niro","Damaliscus_niro","Damaliscus_niro","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Damaliscus_pygargus","Damaliscus_pygargus","Damaliscus_pygargus","Damaliscus_pygargus","Damaliscus_pygargus"
"Dasycercus_blythi","Dasycercus_blythi","Dasycercus_blythi","000 Species not accepted_000 Species not accepted","Dasycercus_blythi"
"Dasycercus_cristicauda","Dasycercus_cristicauda","Dasycercus_cristicauda","Dasycercus_cristicauda","Dasycercus_cristicauda"
"Dasykaluta_rosamondae","Dasykaluta_rosamondae","Dasykaluta_rosamondae","Dasykaluta_rosamondae","Dasykaluta_rosamondae"
"Dasymys_foxi","Dasymys_foxi","Dasymys_foxi","Dasymys_foxi","Dasymys_foxi"
"Dasymys_incomtus","Dasymys_incomtus","Dasymys_incomtus","Dasymys_rwandae","Dasymys_incomtus"
"Dasymys_incomtus","Dasymys_incomtus","Dasymys_incomtus","Dasymys_alleni","Dasymys_incomtus"
"Dasymys_incomtus","Dasymys_incomtus","Dasymys_incomtus","Dasymys_cabrali","Dasymys_incomtus"
"Dasymys_incomtus","Dasymys_incomtus","Dasymys_incomtus","Dasymys_incomtus","Dasymys_incomtus"
"Dasymys_incomtus","Dasymys_incomtus","Dasymys_incomtus","Dasymys_sua","Dasymys_incomtus"
"Dasymys_montanus","Dasymys_montanus","Dasymys_montanus","Dasymys_montanus","Dasymys_montanus"
"Dasymys_nudipes","Dasymys_nudipes","Dasymys_nudipes","Dasymys_nudipes","Dasymys_nudipes"
"Dasymys_rufulus","Dasymys_rufulus","Dasymys_rufulus","Dasymys_rufulus","Dasymys_rufulus"
"Dasyprocta_azarae","Dasyprocta_azarae","Dasyprocta_azarae","Dasyprocta_azarae","Dasyprocta_azarae"
"Dasyprocta_coibae","Dasyprocta_coibae","Dasyprocta_coibae","Dasyprocta_coibae","Dasyprocta_coibae"
"Dasyprocta_croconota","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Dasyprocta_croconota"
"Dasyprocta_fuliginosa","Dasyprocta_fuliginosa","Dasyprocta_fuliginosa","Dasyprocta_fuliginosa","Dasyprocta_fuliginosa"
"Dasyprocta_guamara","Dasyprocta_guamara","Dasyprocta_guamara","Dasyprocta_guamara","Dasyprocta_guamara"
"Dasyprocta_iacki","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Dasyprocta_iacki"
"Dasyprocta_kalinowskii","Dasyprocta_kalinowskii","Dasyprocta_kalinowskii","Dasyprocta_kalinowskii","Dasyprocta_kalinowskii"
"Dasyprocta_leporina","Dasyprocta_cristata","Dasyprocta_cristata","Dasyprocta_cristata","Dasyprocta_leporina"
"Dasyprocta_leporina","Dasyprocta_leporina","Dasyprocta_leporina","Dasyprocta_leporina","Dasyprocta_leporina"
"Dasyprocta_mexicana","Dasyprocta_mexicana","Dasyprocta_mexicana","Dasyprocta_mexicana","Dasyprocta_mexicana"
"Dasyprocta_prymnolopha","Dasyprocta_prymnolopha","Dasyprocta_prymnolopha","Dasyprocta_prymnolopha","Dasyprocta_prymnolopha"
"Dasyprocta_punctata","Dasyprocta_punctata","Dasyprocta_punctata","Dasyprocta_punctata","Dasyprocta_punctata"
"Dasyprocta_ruatanica","Dasyprocta_ruatanica","Dasyprocta_ruatanica","Dasyprocta_ruatanica","Dasyprocta_ruatanica"
"Dasyprocta_variegata","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Dasyprocta_variegata"
"Dasypus_bellus","Dasypus_bellus","Dasypus_bellus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Dasypus_hybridus","Dasypus_hybridus","Dasypus_hybridus","Dasypus_hybridus","Dasypus_hybridus"
"Dasypus_kappleri","Dasypus_kappleri","Dasypus_kappleri","Dasypus_kappleri","Dasypus_kappleri"
"Dasypus_novemcinctus","Dasypus_novemcinctus","Dasypus_novemcinctus","Dasypus_novemcinctus","Dasypus_novemcinctus"
"Dasypus_pilosus","Dasypus_pilosus","Dasypus_pilosus","Dasypus_pilosus","Dasypus_pilosus"
"Dasypus_sabanicola","Dasypus_sabanicola","Dasypus_sabanicola","Dasypus_sabanicola","Dasypus_sabanicola"
"Dasypus_septemcinctus","Dasypus_septemcinctus","Dasypus_septemcinctus","Dasypus_septemcinctus","Dasypus_septemcinctus"
"Dasypus_yepesi","Dasypus_yepesi","Dasypus_yepesi","Dasypus_yepesi","Dasypus_yepesi"
"Dasyuroides_byrnei","Dasyuroides_byrnei","Dasyuroides_byrnei","Dasyuroides_byrnei","Dasyuroides_byrnei"
"Dasyurus_albopunctatus","Dasyurus_albopunctatus","Dasyurus_albopunctatus","Dasyurus_albopunctatus","Dasyurus_albopunctatus"
"Dasyurus_geoffroii","Dasyurus_geoffroii","Dasyurus_geoffroii","Dasyurus_geoffroii","Dasyurus_geoffroii"
"Dasyurus_hallucatus","Dasyurus_hallucatus","Dasyurus_hallucatus","Dasyurus_hallucatus","Dasyurus_hallucatus"
"Dasyurus_maculatus","Dasyurus_maculatus","Dasyurus_maculatus","Dasyurus_maculatus","Dasyurus_maculatus"
"Dasyurus_spartacus","Dasyurus_spartacus","Dasyurus_spartacus","Dasyurus_spartacus","Dasyurus_spartacus"
"Dasyurus_viverrinus","Dasyurus_viverrinus","Dasyurus_viverrinus","Dasyurus_viverrinus","Dasyurus_viverrinus"
"Daubentonia_madagascariensis","Daubentonia_madagascariensis","Daubentonia_madagascariensis","Daubentonia_madagascariensis","Daubentonia_madagascariensis"
"Daubentonia_robustus","Daubentonia_robustus","Daubentonia_robustus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Delanymys_brooksi","Delanymys_brooksi","Delanymys_brooksi","Delanymys_brooksi","Delanymys_brooksi"
"Delomys_collinus","Delomys_collinus","Delomys_collinus","Delomys_collinus","Delomys_collinus"
"Delomys_dorsalis","Delomys_dorsalis","Delomys_dorsalis","Delomys_dorsalis","Delomys_dorsalis"
"Delomys_sublineatus","Delomys_sublineatus","Delomys_sublineatus","Delomys_sublineatus","Delomys_sublineatus"
"Delphinapterus_leucas","Delphinapterus_leucas","Delphinapterus_leucas","Delphinapterus_leucas","Delphinapterus_leucas"
"Delphinus_capensis","Delphinus_capensis","Delphinus_capensis","Delphinus_capensis","Delphinus_capensis"
"Delphinus_delphis","Delphinus_delphis","Delphinus_delphis","Delphinus_delphis","Delphinus_delphis"
"Deltamys_kempi","Deltamys_kempi","Deltamys_kempi","Deltamys_kempi","Deltamys_kempi"
"Dendrogale_melanura","Dendrogale_melanura","Dendrogale_melanura","Dendrogale_melanura","Dendrogale_melanura"
"Dendrogale_murina","Dendrogale_murina","Dendrogale_murina","Dendrogale_murina","Dendrogale_murina"
"Dendrohyrax_arboreus","Dendrohyrax_arboreus","Dendrohyrax_arboreus","Dendrohyrax_arboreus","Dendrohyrax_arboreus"
"Dendrohyrax_dorsalis","Dendrohyrax_dorsalis","Dendrohyrax_dorsalis","Dendrohyrax_dorsalis","Dendrohyrax_dorsalis"
"Dendrohyrax_validus","Dendrohyrax_validus","Dendrohyrax_validus","000 Species not accepted_000 Species not accepted","Dendrohyrax_validus"
"Dendrolagus_bennettianus","Dendrolagus_bennettianus","Dendrolagus_bennettianus","Dendrolagus_bennettianus","Dendrolagus_bennettianus"
"Dendrolagus_dorianus","Dendrolagus_dorianus","Dendrolagus_dorianus","Dendrolagus_dorianus","Dendrolagus_dorianus"
"Dendrolagus_goodfellowi","Dendrolagus_goodfellowi","Dendrolagus_goodfellowi","Dendrolagus_goodfellowi","Dendrolagus_goodfellowi"
"Dendrolagus_inustus","Dendrolagus_inustus","Dendrolagus_inustus","Dendrolagus_inustus","Dendrolagus_inustus"
"Dendrolagus_lumholtzi","Dendrolagus_lumholtzi","Dendrolagus_lumholtzi","Dendrolagus_lumholtzi","Dendrolagus_lumholtzi"
"Dendrolagus_matschiei","Dendrolagus_matschiei","Dendrolagus_matschiei","Dendrolagus_matschiei","Dendrolagus_matschiei"
"Dendrolagus_mayri","Dendrolagus_mayri","Dendrolagus_mayri","000 Species not accepted_000 Species not accepted","Dendrolagus_mayri"
"Dendrolagus_mbaiso","Dendrolagus_mbaiso","Dendrolagus_mbaiso","Dendrolagus_mbaiso","Dendrolagus_mbaiso"
"Dendrolagus_notatus","Dendrolagus_notatus","Dendrolagus_notatus","000 Species not accepted_000 Species not accepted","Dendrolagus_notatus"
"Dendrolagus_pulcherrimus","Dendrolagus_pulcherrimus","Dendrolagus_pulcherrimus","Dendrolagus_pulcherrimus","Dendrolagus_pulcherrimus"
"Dendrolagus_scottae","Dendrolagus_scottae","Dendrolagus_scottae","Dendrolagus_scottae","Dendrolagus_scottae"
"Dendrolagus_spadix","Dendrolagus_spadix","Dendrolagus_spadix","Dendrolagus_spadix","Dendrolagus_spadix"
"Dendrolagus_stellarum","Dendrolagus_stellarum","Dendrolagus_stellarum","Dendrolagus_stellarum","Dendrolagus_stellarum"
"Dendrolagus_ursinus","Dendrolagus_ursinus","Dendrolagus_ursinus","Dendrolagus_ursinus","Dendrolagus_ursinus"
"Dendromus_insignis","Dendromus_insignis","Dendromus_insignis","Dendromus_insignis","Dendromus_insignis"
"Dendromus_kahuziensis","Dendromus_kahuziensis","Dendromus_kahuziensis","Dendromus_kahuziensis","Dendromus_kahuziensis"
"Dendromus_kivu","Dendromus_kivu","Dendromus_kivu","000 Species not accepted_000 Species not accepted","Dendromus_kivu"
"Dendromus_lachaisei","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Dendromus_lachaisei"
"Dendromus_lovati","Dendromus_lovati","Dendromus_lovati","Dendromus_lovati","Dendromus_lovati"
"Dendromus_melanotis","Dendromus_melanotis","Dendromus_melanotis","Dendromus_melanotis","Dendromus_melanotis"
"Dendromus_melanotis","Dendromus_melanotis","Dendromus_melanotis","Dendromus_leucostomus","Dendromus_melanotis"
"Dendromus_mesomelas","Dendromus_mesomelas","Dendromus_mesomelas","Dendromus_mesomelas","Dendromus_mesomelas"
"Dendromus_mesomelas","Dendromus_mesomelas","Dendromus_mesomelas","Dendromus_nyasae","Dendromus_mesomelas"
"Dendromus_messorius","Dendromus_messorius","Dendromus_messorius","Dendromus_messorius","Dendromus_messorius"
"Dendromus_mystacalis","Dendromus_mystacalis","Dendromus_mystacalis","Dendromus_mystacalis","Dendromus_mystacalis"
"Dendromus_nyikae","Dendromus_nyikae","Dendromus_nyikae","Dendromus_nyikae","Dendromus_nyikae"
"Dendromus_oreas","Dendromus_oreas","Dendromus_oreas","Dendromus_oreas","Dendromus_oreas"
"Dendromus_ruppi","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted","Dendromus_ruppi"
"Dendromus_vernayi","Dendromus_vernayi","Dendromus_vernayi","Dendromus_vernayi","Dendromus_vernayi"
"Dendroprionomys_rousseloti","Dendroprionomys_rousseloti","Dendroprionomys_rousseloti","Dendroprionomys_rousseloti","Dendroprionomys_rousseloti"
"Deomys_ferrugineus","Deomys_ferrugineus","Deomys_ferrugineus","Deomys_ferrugineus","Deomys_ferrugineus"
"Dephomys_defua","Dephomys_defua","Dephomys_defua","Dephomys_eburneae","Dephomys_defua"
"Dephomys_defua","Dephomys_defua","Dephomys_defua","Dephomys_defua","Dephomys_defua"
"Dermanura_anderseni","Dermanura_anderseni","Artibeus_anderseni","Artibeus_anderseni","Dermanura_anderseni"
"Dermanura_azteca","Dermanura_azteca","Artibeus_aztecus","Artibeus_aztecus","Dermanura_azteca"
"Dermanura_cinerea","Dermanura_cinerea","Artibeus_cinereus","Artibeus_cinereus","Dermanura_cinerea"
"Dermanura_glauca","Dermanura_glauca","Artibeus_glaucus","Artibeus_glaucus","Dermanura_glauca"
"Dermanura_gnoma","Dermanura_gnoma","Artibeus_gnomus","Artibeus_gnomus","Dermanura_gnoma"
"Dermanura_phaeotis","Dermanura_phaeotis","Artibeus_phaeotis","Artibeus_phaeotis","Dermanura_phaeotis"
"Dermanura_rosenbergi","Dermanura_rosenbergi","Artibeus_rosenbergii","000 Species not accepted_000 Species not accepted","Dermanura_rosenbergi"
"Dermanura_tolteca","Dermanura_tolteca","Artibeus_toltecus","Artibeus_toltecus","Dermanura_tolteca"
"Dermanura_watsoni","Dermanura_watsoni","Artibeus_incomitatus","Artibeus_incomitatus","Dermanura_watsoni"
"Dermanura_watsoni","Dermanura_watsoni","Artibeus_watsoni","Artibeus_watsoni","Dermanura_watsoni"
"Desmana_moschata","Desmana_moschata","Desmana_moschata","Desmana_moschata","Desmana_moschata"
"Desmodilliscus_braueri","Desmodilliscus_braueri","Desmodilliscus_braueri","Desmodilliscus_braueri","Desmodilliscus_braueri"
"Desmodillus_auricularis","Desmodillus_auricularis","Desmodillus_auricularis","Desmodillus_auricularis","Desmodillus_auricularis"
"Desmodus_draculae","Desmodus_draculae","Desmodus_draculae","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Desmodus_puntajudensis","Desmodus_puntajudensis","Desmodus_puntajudensis","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Desmodus_rotundus","Desmodus_rotundus","Desmodus_rotundus","Desmodus_rotundus","Desmodus_rotundus"
"Desmodus_stocki","Desmodus_stocki","Desmodus_stocki","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Desmomys_harringtoni","Desmomys_harringtoni","Desmomys_harringtoni","Desmomys_harringtoni","Desmomys_harringtoni"
"Desmomys_yaldeni","Desmomys_yaldeni","Desmomys_yaldeni","Desmomys_yaldeni","Desmomys_yaldeni"
"Diabolotherium_nordenskioldi","Diabolotherium_nordenskioldi","Diabolotherium_nordenskioldi","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Diaemus_youngi","Diaemus_youngi","Diaemus_youngi","Diaemus_youngi","Diaemus_youngi"
"Dicerorhinus_sumatrensis","Dicerorhinus_sumatrensis","Dicerorhinus_sumatrensis","Dicerorhinus_sumatrensis","Dicerorhinus_sumatrensis"
"Diceros_bicornis","Diceros_bicornis","Diceros_bicornis","Diceros_bicornis","Diceros_bicornis"
"Diclidurus_albus","Diclidurus_albus","Diclidurus_albus","Diclidurus_albus","Diclidurus_albus"
"Diclidurus_ingens","Diclidurus_ingens","Diclidurus_ingens","Diclidurus_ingens","Diclidurus_ingens"
"Diclidurus_isabella","Diclidurus_isabellus","Diclidurus_isabellus","Diclidurus_isabellus","Diclidurus_isabella"
"Diclidurus_scutatus","Diclidurus_scutatus","Diclidurus_scutatus","Diclidurus_scutatus","Diclidurus_scutatus"
"Dicroceros_spA","Dicroceros_sp","Dicroceros_sp","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Dicrostonyx_groenlandicus","Dicrostonyx_groenlandicus","Dicrostonyx_groenlandicus","Dicrostonyx_groenlandicus","Dicrostonyx_groenlandicus"
"Dicrostonyx_hudsonius","Dicrostonyx_hudsonius","Dicrostonyx_hudsonius","Dicrostonyx_hudsonius","Dicrostonyx_hudsonius"
"Dicrostonyx_nelsoni","Dicrostonyx_nelsoni","Dicrostonyx_nelsoni","Dicrostonyx_nelsoni","Dicrostonyx_nelsoni"
"Dicrostonyx_nunatakensis","Dicrostonyx_nunatakensis","Dicrostonyx_nunatakensis","Dicrostonyx_nunatakensis","Dicrostonyx_nunatakensis"
"Dicrostonyx_richardsoni","Dicrostonyx_richardsoni","Dicrostonyx_richardsoni","Dicrostonyx_richardsoni","Dicrostonyx_richardsoni"
"Dicrostonyx_torquatus","Dicrostonyx_torquatus","Dicrostonyx_torquatus","Dicrostonyx_torquatus","Dicrostonyx_torquatus"
"Dicrostonyx_unalascensis","Dicrostonyx_unalascensis","Dicrostonyx_unalascensis","Dicrostonyx_unalascensis","Dicrostonyx_unalascensis"
"Dicrostonyx_vinogradovi","Dicrostonyx_vinogradovi","Dicrostonyx_vinogradovi","Dicrostonyx_vinogradovi","Dicrostonyx_vinogradovi"
"Didelphis_albiventris","Didelphis_albiventris","Didelphis_albiventris","Didelphis_albiventris","Didelphis_albiventris"
"Didelphis_aurita","Didelphis_aurita","Didelphis_aurita","Didelphis_aurita","Didelphis_aurita"
"Didelphis_imperfecta","Didelphis_imperfecta","Didelphis_imperfecta","Didelphis_imperfecta","Didelphis_imperfecta"
"Didelphis_marsupialis","Didelphis_marsupialis","Didelphis_marsupialis","Didelphis_marsupialis","Didelphis_marsupialis"
"Didelphis_pernigra","Didelphis_pernigra","Didelphis_pernigra","Didelphis_pernigra","Didelphis_pernigra"
"Didelphis_virginiana","Didelphis_virginiana","Didelphis_virginiana","Didelphis_virginiana","Didelphis_virginiana"
"Dinaromys_bogdanovi","Dinaromys_bogdanovi","Dinaromys_bogdanovi","Dinaromys_bogdanovi","Dinaromys_bogdanovi"
"Dinomys_branickii","Dinomys_branickii","Dinomys_branickii","Dinomys_branickii","Dinomys_branickii"
"Diomys_crumpi","Diomys_crumpi","Diomys_crumpi","Diomys_crumpi","Diomys_crumpi"
"Diphylla_ecaudata","Diphylla_ecaudata","Diphylla_ecaudata","Diphylla_ecaudata","Diphylla_ecaudata"
"Diplogale_hosei","Diplogale_hosei","Diplogale_hosei","Diplogale_hosei","Diplogale_hosei"
"Diplomesodon_pulchellum","Diplomesodon_pulchellum","Diplomesodon_pulchellum","Diplomesodon_pulchellum","Diplomesodon_pulchellum"
"Diplomys_caniceps","Diplomys_caniceps","Diplomys_caniceps","Diplomys_caniceps","Diplomys_caniceps"
"Diplomys_labilis","Diplomys_labilis","Diplomys_labilis","Diplomys_labilis","Diplomys_labilis"
"Diplothrix_legata","Diplothrix_legata","Diplothrix_legata","Diplothrix_legata","Diplothrix_legata"
"Dipodomys_agilis","Dipodomys_agilis","Dipodomys_agilis","Dipodomys_agilis","Dipodomys_agilis"
"Dipodomys_californicus","Dipodomys_californicus","Dipodomys_californicus","Dipodomys_californicus","Dipodomys_californicus"
"Dipodomys_compactus","Dipodomys_compactus","Dipodomys_compactus","Dipodomys_compactus","Dipodomys_compactus"
"Dipodomys_deserti","Dipodomys_deserti","Dipodomys_deserti","Dipodomys_deserti","Dipodomys_deserti"
"Dipodomys_elator","Dipodomys_elator","Dipodomys_elator","Dipodomys_elator","Dipodomys_elator"
"Dipodomys_gravipes","Dipodomys_gravipes","Dipodomys_gravipes","Dipodomys_gravipes","Dipodomys_gravipes"
"Dipodomys_heermanni","Dipodomys_heermanni","Dipodomys_heermanni","Dipodomys_heermanni","Dipodomys_heermanni"
"Dipodomys_ingens","Dipodomys_ingens","Dipodomys_ingens","Dipodomys_ingens","Dipodomys_ingens"
"Dipodomys_merriami","Dipodomys_merriami","Dipodomys_merriami","Dipodomys_merriami","Dipodomys_merriami"
"Dipodomys_microps","Dipodomys_microps","Dipodomys_microps","Dipodomys_microps","Dipodomys_microps"
"Dipodomys_nelsoni","Dipodomys_nelsoni","Dipodomys_nelsoni","Dipodomys_nelsoni","Dipodomys_nelsoni"
"Dipodomys_nitratoides","Dipodomys_nitratoides","Dipodomys_nitratoides","Dipodomys_nitratoides","Dipodomys_nitratoides"
"Dipodomys_ordii","Dipodomys_ordii","Dipodomys_ordii","Dipodomys_ordii","Dipodomys_ordii"
"Dipodomys_panamintinus","Dipodomys_panamintinus","Dipodomys_panamintinus","Dipodomys_panamintinus","Dipodomys_panamintinus"
"Dipodomys_phillipsii","Dipodomys_phillipsii","Dipodomys_phillipsii","Dipodomys_phillipsii","Dipodomys_phillipsii"
"Dipodomys_simulans","Dipodomys_simulans","Dipodomys_simulans","Dipodomys_simulans","Dipodomys_simulans"
"Dipodomys_spectabilis","Dipodomys_spectabilis","Dipodomys_spectabilis","Dipodomys_spectabilis","Dipodomys_spectabilis"
"Dipodomys_stephensi","Dipodomys_stephensi","Dipodomys_stephensi","Dipodomys_stephensi","Dipodomys_stephensi"
"Dipodomys_venustus","Dipodomys_venustus","Dipodomys_venustus","Dipodomys_venustus","Dipodomys_venustus"
"Diprotodon_optatum","Diprotodon_optatum","Diprotodon_opatum","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Dipus_sagitta","Dipus_sagitta","Dipus_sagitta","Dipus_sagitta","Dipus_sagitta"
"Distoechurus_pennatus","Distoechurus_pennatus","Distoechurus_pennatus","Distoechurus_pennatus","Distoechurus_pennatus"
"Dobsonia_anderseni","Dobsonia_anderseni","Dobsonia_anderseni","Dobsonia_anderseni","Dobsonia_anderseni"
"Dobsonia_beauforti","Dobsonia_beauforti","Dobsonia_beauforti","Dobsonia_beauforti","Dobsonia_beauforti"
"Dobsonia_chapmani","Dobsonia_chapmani","Dobsonia_chapmani","Dobsonia_chapmani","Dobsonia_chapmani"
"Dobsonia_crenulata","Dobsonia_crenulata","Dobsonia_crenulata","Dobsonia_crenulata","Dobsonia_crenulata"
"Dobsonia_emersa","Dobsonia_emersa","Dobsonia_emersa","Dobsonia_emersa","Dobsonia_emersa"
"Dobsonia_exoleta","Dobsonia_exoleta","Dobsonia_exoleta","Dobsonia_exoleta","Dobsonia_exoleta"
"Dobsonia_inermis","Dobsonia_inermis","Dobsonia_inermis","Dobsonia_inermis","Dobsonia_inermis"
"Dobsonia_minor","Dobsonia_minor","Dobsonia_minor","Dobsonia_minor","Dobsonia_minor"
"Dobsonia_moluccensis","Dobsonia_moluccensis","Dobsonia_moluccensis","Dobsonia_moluccensis","Dobsonia_moluccensis"
"Dobsonia_moluccensis","Dobsonia_moluccensis","Dobsonia_moluccensis","Dobsonia_magna","Dobsonia_moluccensis"
"Dobsonia_pannietensis","Dobsonia_pannietensis","Dobsonia_pannietensis","Dobsonia_pannietensis","Dobsonia_pannietensis"
"Dobsonia_peronii","Dobsonia_peronii","Dobsonia_peronii","Dobsonia_peronii","Dobsonia_peronii"
"Dobsonia_praedatrix","Dobsonia_praedatrix","Dobsonia_praedatrix","Dobsonia_praedatrix","Dobsonia_praedatrix"
"Dobsonia_viridis","Dobsonia_viridis","Dobsonia_viridis","Dobsonia_viridis","Dobsonia_viridis"
"Doedicurus_clavicaudatus","Doedicurus_clavicaudatus","Doedicurus_clavicaudatus","000 Species not accepted_000 Species not accepted","000 Species not accepted_000 Species not accepted"
"Dolichotis_patagonum","Dolichotis_patagonum","Dolichotis_patagonum","Dolichotis_patagonum","Dolichotis_patagonum"
